"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","奈良時代"
1321203200,13212,"32","ほりきりやといせき","ホリキリ谷戸遺跡","日野市 程久保四丁目","[縄文時代][古墳時代][奈良時代][平安時代]","包蔵地","2基 [縄文時代]集石 [奈良時代][平安時代]竪穴遺構","縄文土器 石器 土師器 須恵器",139.4046184,35.6450841,"1"
1321203800,13212,"38","おちかわ・いちのみやいせき","落川・一の宮遺跡","日野市 落川","[縄文時代（晩期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居 土坑 [奈良時代]住居 掘立柱建物 土坑 溝 [古墳時代]?～[近世]水田 [奈良時代]～[中世]石敷遺構 [平安時代]住居 掘立柱建物 土坑 溝 粘土採掘坑 [中世]掘立柱建物 竪穴状遺構 地下炉 土坑 溝 道路 流路 [近世]礎石建物 畑 溝 墓壙","縄文土器 打斧 石鏃 弥生土器 土師器 須恵器 管玉 子持勾玉 勾玉 金環 石製模造品 砥石 刀子 鎚 釘 鉄鏃 石製・鉄製紡錘車 鉄錘 土錘 鉄鈴 門金具 陶硯 馬具 鍔 飾金具 墨書土器 磨石 石製・青銅製帯飾 馬歯 陶磁器 カワラケ 舶載陶磁器 瓦 板碑 銭貨 木杯 木蓋 くし 木杭",139.4368986,35.65469381,"1"
1321204500,13212,"45","","日野市№45遺跡","日野市 東平山一丁目","[古墳時代]［奈良時代］","古墳","[古墳時代]横穴式石室","鉄鏃 刀子 勾玉 直刀 馬具",139.377944,35.65060839,"1"
1321204600,13212,"46","よつやまえいせき","四ツ谷前遺跡","日野市 栄町一丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・社寺","[奈良時代][平安時代]住居 土坑 道路 [平安時代]溝 [中世][近世]井戸 土坑 溝 水田 掘込炉 配石遺構 地下式土壙 [中世]土壙 火葬址 道路","縄文土器 打斧 土師器 須恵器 灰釉陶器 陶磁器 鉄鏃 刀子 紡錘車 風字硯 丸鞆 瓦塔 板碑 鉦鼓 銭貨 人骨 牛馬骨",139.3943917,35.68237897,"1"
1321204700,13212,"47","うばくぼいせき","姥久保遺跡","日野市 新町一丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・その他（水田・墓地）","[古墳時代]住居 [平安時代]道路 水田 [中世]掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 [時代不明]掘立柱建物","縄文土器 打斧 石鏃 土師器 須恵器 丸鞆 カワラケ 板碑 陶磁器 石臼 短刀 銅製笄 銭貨 人骨",139.3907818,35.68010143,"1"
1321205000,13212,"50","さんのううえいせき","山王上遺跡","日野市 多摩平二丁目 多摩平四丁目","[縄文時代][奈良時代][平安時代][中世]","集落","[縄文時代]土壙 集石 ピット 竪穴住居址 [平安時代]掘立柱建物址 溝 竪穴住居址","縄文土器 土師器 須恵器 石鏃 打製石斧 土錘 金属製品 石製品",139.3828498,35.66444457,"1"
1321205300,13212,"53","ひらやまだい２ごうおうけつぼ","平山台２号横穴墓","日野市 旭が丘一丁目","[奈良時代][平安時代]","横穴墓","横穴墓","人骨",139.3759871,35.65696887,"1"
1321400200,13214,"2","こいがくぼいせき","恋ヶ窪遺跡","国分寺市 西恋ヶ窪一丁目　 東恋ヶ窪一丁目　 東恋ヶ窪三丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世]","集落","[縄文時代]住居　敷石住居　集石　土坑　屋外埋甕　[中世]溝","(縄文)縄文土器　打斧　磨斧　石槍　石鏃　掻器　彫器　石匙　石錐　ピエス・エスキーユ　スタンプ形石器　敲石　砥石　土錘　土製円板　耳飾　硬玉製大珠　器台　(中世)陶器",139.4705243,35.70254176,"1"
1321400500,13214,"5","はねざわいせき","羽根沢遺跡","国分寺市 東恋ヶ窪一丁目、三丁目","[縄文時代（早期・中期）][奈良時代][平安時代]","集落","[縄文時代]住居　敷石住居　集石　土坑　埋甕　[古代]井戸","縄文土器　打斧　磨斧　石鏃　石匙　石皿　磨石　土製円板　耳飾",139.4739233,35.70318815,"1"
1321400700,13214,"7","たまらんざかいせき","多摩蘭坂遺跡","国分寺市 内藤一丁目 内藤二丁目","[旧石器時代][縄文時代][奈良時代]","集落","[旧石器時代]ユニット礫群","(旧石器時代)ナイフ形石器 尖頭器 角錐状石器 掻器 彫器 打斧 礫器 敲石 (奈良時代)銭貨 須恵器",139.4577268,35.69368698,"1"
1321400900,13214,"9","ひかげやまいせき","日影山遺跡","国分寺市 泉町二丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]石器集中部 集石 ユニット 礫群 [縄文時代]竪穴住居 [歴史時代]掘立柱建物 柵列 井戸 火葬墓 土壙墓 井戸 道路跡（鎌倉街道） 溝 土坑 集石 特殊遺構","(旧石器時代)尖頭器 ナイフ形石器 スクレイパー 剥片遺物 石核 (縄文時代)土器 打製石斧 (歴史時代)土師質土器 瓦質土器 土器（在地土器） 陶磁器 銭貨 金属製品（刀子） 砥石 板碑 銭貨 鉄製品（鉄釘） 瓦",139.4717981,35.69264697,"1"
1321401000,13214,"10","むさしこくぶんじあと（そうにじ）","武蔵国分寺跡（僧尼寺）","国分寺市 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 東元町三丁目 東元町四丁目","[奈良時代][平安時代]","社寺跡","[奈良時代][平安時代]金堂 尼寺金堂 講堂 中門 塔 僧坊 尼坊 鐘楼 憧竿 回廊 住居 掘立柱建物 道路 溝 井戸 [中世]土坑 地下式横穴","土師器 須恵器 土師質土器 陶磁器(緑釉・灰釉・青磁・白磁・三彩・天目) カワラケ 支脚 砥石 石臼 鍬鋤先 鎌 ヤリガンナ 刀子 鉄鏃 紡錘車 土錘 鞴羽口 鈴 陶硯 <U+9299>帯 鬼瓦 軒丸瓦 丸瓦 平瓦 熨斗瓦 面戸瓦 <U+587C> 文様入銅製蓋 観音菩薩立像 銭貨 板碑",139.4668193,35.69189309,"1"
1321401400,13214,"14","たきくぼよこあなぼぐん","多喜窪横穴墓群","国分寺市 西元町二丁目 西元町四丁目","[奈良時代]","横穴墓","［奈良時代］横穴墓","陶器（緑釉） 鉄釘 木棺 人骨",139.4875978,35.69943317,"1"
1321401900,13214,"19","むさしこくぶんじあと","武蔵国分寺跡","国分寺市 東元町二丁目 東元町三丁目 東元町四丁目 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 泉町一丁目 泉町二丁目 泉町三丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [奈良時代][平安時代]住居 掘立柱建物 道路 溝 [中世]門 土坑 地下式横穴","縄文土器 陶磁器 土製品 石製品 鉄製品 青銅製品 瓦 <U+587C>",139.4662512,35.6985094,"1"
1321402300,13214,"23","","国分寺市№23遺跡","国分寺市 東元町二丁目","[縄文時代][奈良時代][平安時代]","包蔵地","[縄文時代]集石土坑","縄文土器 石器",139.4837496,35.6961901,"1"
1321402400,13214,"24","","国分寺市№24遺跡","国分寺市 東元町一丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.4823459,35.69642596,"1"
1321402500,13214,"25","","国分寺市№25遺跡","国分寺市 東元町一丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.4765747,35.70015531,"1"
1321402600,13214,"26","","国分寺市№26遺跡","国分寺市 東元町二丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.4720246,35.69197866,"1"
1321402800,13214,"28","ほんちょう（こくぶんじむらせっきじだい）いせき","本町（国分寺村石器時代）遺跡","国分寺市 南町二丁目 本町二丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代]","集落","[縄文時代]住居 土坑 埋甕","縄文土器 打斧 磨斧 石鏃 敲石",139.483665,35.70079777,"1"
1321402900,13214,"29","","国分寺市№29遺跡","国分寺市 南町一丁目 本町一丁目","[旧石器時代][縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.4851149,35.70016943,"1"
1321403000,13214,"30","","国分寺市№30遺跡","国分寺市 本多一丁目 本町二丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.481922,35.70351503,"1"
1321403400,13214,"34","","国分寺市№34遺跡","国分寺市 西恋ヶ窪二丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.4651256,35.70043532,"1"
1321403700,13214,"37","","国分寺市№37遺跡","国分寺市 西恋ヶ窪三丁目","[旧石器時代][縄文時代][奈良時代][平安時代]","包蔵地","[旧石器時代]ユニット 土坑 [縄文時代]土坑 [奈良時代][平安時代]土坑 溝","ナイフ形石器 尖頭器 細石刃 台形石器 楔形石器 掻器 錐 打斧 磨石 石核 縄文土器 石器",139.464439,35.70336272,"1"
1321403800,13214,"38","","国分寺市№38遺跡","国分寺市 西恋ヶ窪一丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.4679335,35.70524044,"1"
1321403900,13214,"39","","国分寺市№39遺跡","国分寺市 西恋ヶ窪一丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.4666632,35.70128155,"1"
1321404000,13214,"40","","国分寺市№40遺跡","国分寺市 内藤二丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器",139.4559932,35.69806544,"1"
1321404600,13214,"46","","国分寺市№46遺跡","国分寺市 光町二丁目","[奈良時代][平安時代]","包蔵地","","",139.4428096,35.7047288,"1"
1321404700,13214,"47","","国分寺市№47遺跡","国分寺市 日吉町一丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器",139.4582592,35.70274937,"1"
1321404900,13214,"49","","国分寺市№49遺跡","国分寺市 日吉町一丁目","[奈良時代][平安時代]","包蔵地","","",139.4566455,35.70102081,"1"
1321405000,13214,"50","ないとうしんでんおうけつぼ","内藤新田横穴墓","国分寺市 内藤一丁目","[奈良時代]","横穴墓","[奈良時代]横穴墓","土師器 須恵器 鉄釘 木棺 人骨",139.4581562,35.69324182,"1"
1321405700,13214,"57","こいがくぼひがしいせき","恋ヶ窪東遺跡","国分寺市 本町四丁目 東恋ヶ窪一丁目 東恋ヶ窪二丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代]","集落","[縄文時代]掘立柱建物跡 敷石住居 集石土坑 土坑 屋外埋甕 炉穴 陥穴 特殊遺構","(旧石器時代)細石刃 尖頭器 ナイフ形石器 (縄文時代)縄文土器 ミニチュア土器 耳栓 器台 打製石斧 石鏃 掻器 石匙 石錐 石皿 磨石 土製円板 尖頭器 石棒 硬玉製原石 (奈良・平安時代)土師器 瓦",139.4770468,35.70348715,"1"
1321405800,13214,"58","とうさんどうむさしみち","東山道武蔵路","国分寺市 西恋ヶ窪一丁目 東恋ヶ窪三丁目","[奈良時代][平安時代]","その他（道路跡）","東山道武蔵路","",139.4691008,35.69517554,"1"
1321500300,13215,"3","なかみねしたいせき","中峰下遺跡","国立市 谷保","[奈良時代][平安時代][中世][近世]","包蔵地","[奈良時代][平安時代]敷石遺構 土坑","主な出土品",139.4362997,35.68335206,"1"
1321500600,13215,"6","かりやうえいせき","仮屋上遺跡","国立市 谷保 富士見台二丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","集落","[平安時代]住居跡 土坑 配石 溝状遺構 柱穴 [中世]地下式土坑","縄文土器 石鏃 土師器 須恵器 砥石 鉄製品 紡錘車 土錘 円面硯 瓦",139.4435438,35.68276644,"1"
1321500800,13215,"8","みどりかわひがしいせき","緑川東遺跡","国立市 青柳一丁目 青柳三丁目","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世]","集落","[旧石器時代]ブロック 礫群 配石 [縄文時代]住居跡 竪穴状遺構 集石 炉穴 土坑 ピット 焼土跡 [奈良時代][平安時代]溝 [近世]溝状遺構 土坑","ナイフ形石器 尖頭器 石核 細石刃核 スクレイパー 縄文土器 打斧 石匙 土偶 打製石斧 有舌尖頭器 石鏃 スタンプ形石器 礫器 扶入磨石 磨石 石皿 石錘 石棒 耳栓 垂飾",139.423645,35.686913,"1"
1321501300,13215,"13","なんようじいせき","南養寺遺跡","国立市 谷保","[縄文時代（早期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 敷石住居 集石 土坑 ピット [平安時代]住居 土坑 石組遺構 [近世]土坑 井戸 溝状遺構","縄文土器 打斧 磨斧 石鏃 掻器 石匙 石錘 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 土錘 土製円板 石棒 土偶 土師器 須恵器 刀子 羽口 瓦 鉄滓 陶磁器 板碑 銭貨",139.4324542,35.68022068,"1"
1321501500,13215,"15","じょうやまいせき","城山遺跡","国立市 谷保","[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世]","包蔵地","[中世][近世]石組粘土敷土坑 集礫遺構 土坑 ピット 道状遺構","縄文土器 打斧 石皿 土師器 須恵器 瓦 須恵器系土師質土器 陶器 磁器 かわらけ 石臼 砥石 スラグ 石製品",139.436334,35.67944785,"1"
1321502100,13215,"21","ばいりんいせき","梅林遺跡","国立市 谷保","[縄文時代（中期）][奈良時代][平安時代][中世][近世]","包蔵地","[中世]溝状遺構","縄文土器 石斧 土師器 須恵器 鋳型 坩堝 三又状土製品 羽口 陶磁器",139.4453291,35.67894587,"1"
1321502500,13215,"25","やぼとうほうおうけつぼ","谷保東方横穴墓","国立市 谷保","[奈良時代]","横穴墓","","人骨 刀子",139.4490474,35.67598166,"1"
1321502900,13215,"29","ばいりん1ごうおうけつぼ（ばいりんいせき）","梅林1号横穴墓（梅林遺跡）","国立市 谷保","[奈良時代？]","横穴墓","[古墳時代]横穴墓1基","",139.4451335,35.67934222,"1"
1321900100,13219,"1","こあだちまえはらきたいせき","小足立前原北遺跡","狛江市 西野川四丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器 須恵器",139.571069,35.64850383,"1"
1321900200,13219,"2","こあだちまえはらみなみいせき","小足立前原南遺跡","狛江市 西野川三丁目 西野川四丁目 和泉本町四丁目","[弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居","弥生土器 土師器 須恵器 陶器",139.5717728,35.64557441,"1"
1321900300,13219,"3","こあだちまえはらひがしいせき","小足立前原東遺跡","狛江市 西野川二丁目 西野川四丁目","[弥生時代][古墳時代][奈良時代]","包蔵地","[奈良時代]住居 土坑","弥生土器 土師器 須恵器",139.5735409,35.64782031,"1"
1321900400,13219,"4","みのわいせき","箕和遺跡","狛江市 西野川二丁目 西野川四丁目","[弥生時代][古墳時代]［奈良時代］[近世]","集落","[縄文時代]土坑 [古墳時代]住居 [奈良時代]住居","弥生土器 土師器 石製模造品 陶器",139.5743992,35.64949422,"1"
1321900500,13219,"5","みのわだ・きたくぼいせき","箕和田・北久保遺跡","狛江市 西野川二丁目 和泉本町三丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[近世]溝状遺構 墓地","縄文土器 弥生土器 土師器 須恵器 陶磁器 鉄製品 銅製品 煙管 銭貨",139.5741074,35.64335636,"1"
1321900600,13219,"6","がくとうほんむらいせき","覚東本村遺跡","狛江市 西野川一丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地","","土師器 陶器",139.5765449,35.64579761,"1"
1321900700,13219,"7","こあだちなかむらきたいせき","小足立中村北遺跡","狛江市 東野川二丁目 東野川三丁目 西野川一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","集落","[奈良時代][平安時代]住居 [近世]建物 竪穴状遺構 土坑 井戸 溝 集石","縄文土器 石斧 石鏃 砥石 土師器 須恵器 陶磁器 硯 釘 木製品 銭貨",139.578934,35.644489,"1"
1321900800,13219,"8","こあだちなかむらみなみいせき","小足立中村南遺跡","狛江市 東野川二丁目 西野川一丁目","[弥生時代][古墳時代][奈良時代][平安時代]","集落","[平安時代]住居 掘立柱建物","弥生土器 土師器 須恵器",139.578934,35.644489,"1"
1321900900,13219,"9","みつおさにしいせき","三長西遺跡","狛江市 東野川一丁目 東野川三丁目 東野川四丁目","[縄文時代][奈良時代]","集落・墳墓","[縄文時代]土坑 [古墳時代]方形周溝 墓 [古墳時代][奈良時代]住居","土師器 須恵器",139.5822613,35.64547676,"1"
1321901000,13219,"10","みつおさひがしいせき","三長東遺跡","狛江市 東野川三丁目 東野川四丁目","[古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居 [時代不明]溝","土師器 須恵器 磁器 擂鉢 ホウロク カワラケ",139.5850765,35.64468162,"1"
1321901100,13219,"11","がくとうみしまにしいせき","覚東三島西遺跡","狛江市 東野川一丁目","[古墳時代][奈良時代][平安時代]","包蔵地","","土師器",139.580991,35.64324475,"1"
1321901200,13219,"12","がくとうみしまなかいせき","覚東三島中遺跡","狛江市 東野川一丁目","[奈良時代][平安時代][近世]","包蔵地","","土師器 須恵器 陶磁器 ホウロク カワラケ",139.5831024,35.64261699,"1"
1321901800,13219,"18","はらきたいせき","原北遺跡","狛江市 和泉本町一丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]住居","縄文土器 弥生土器 土師器 須恵器 陶器 カワラケ",139.5774313,35.63893222,"1"
1321902000,13219,"20","はらみなみいせき","原南遺跡","狛江市 和泉本町一丁目","[縄文時代][奈良時代][平安時代][近世]","集落","[時代不明]住居 掘立柱建物","縄文土器 土師器 須恵器 陶器",139.5784269,35.63628148,"1"
1321902200,13219,"22","しゅくやしきにしいせき","宿屋敷西遺跡","狛江市 岩戸北一丁目 岩戸北三丁目","[縄文時代（中期）][古墳時代][奈良時代][近世]","集落","[縄文時代]土坑 [古墳時代]住居","縄文土器 土師器 須恵器 陶器",139.5809614,35.63543563,"1"
1321902600,13219,"26","うちきたやいせき","内北谷遺跡","狛江市 岩戸北三丁目","[古墳時代][奈良時代]","集落","[古墳時代][奈良時代]住居","土師器 須恵器",139.5824716,35.63342396,"1"
1321902900,13219,"29","ふるやしき・あいのはらいせき","古屋敷・相之原遺跡","狛江市 岩戸南二丁目 岩戸南三丁目","[縄文時代（草創期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","[弥生時代]住居 [古墳時代][奈良時代][平安時代]住居 [時代不明]土師器窯 土坑","縄文土器 有舌尖頭器 石鏃 弥生土器 土師器 須恵器 鉄鎌 鉄鏃 刀子 石製模造品 陶磁器",139.5904667,35.62996028,"1"
1321903100,13219,"31","ふるやしきいせき","古屋敷遺跡","狛江市 岩戸南一丁目 岩戸南二丁目","[古墳時代][奈良時代][平安時代]","集落","[古墳時代]住居 [奈良時代]住居","土師器 須恵器 陶器（灰釉）",139.5852182,35.63103814,"1"
1321903600,13219,"36","てらまえひがしいせき","寺前東遺跡","狛江市 東和泉一丁目 東和泉二丁目 猪方一丁目","[縄文時代（早期～前期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [平安時代]住居 [時代不明]掘立柱建物 土坑 溝状遺構","縄文土器 打斧 石鏃 石皿 磨石 弥生土器 土師器 須恵器 陶器 カワラケ 釘 銭貨",139.5796233,35.62964658,"1"
1321903701,13219,"37-1","くぼ・まえはらいせき","久保・前原遺跡","狛江市 東和泉二丁目 猪方三丁目","[古墳時代][奈良時代][平安時代][近世]","集落","[古墳時代]周溝 [奈良時代][平安時代]住居 [時代不明]掘立柱建物 土坑","土師器 須恵器 陶器 鉄製品",139.5781127,35.62741413,"1"
1321904000,13219,"40","たなか・てらまえいせき","田中・寺前遺跡","狛江市 東和泉一丁目 東和泉二丁目 元和泉一丁目 元和泉二丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石土坑 [古墳時代][奈良時代]住居 [近世]井戸 [時代不明]掘立柱建物 周溝状遺構","縄文土器 打斧 土師器 須恵器 陶磁器",139.5750064,35.63116728,"1"
1321904201,13219,"42-1","べんてんいけいせき","弁財天池遺跡","狛江市 中和泉一丁目","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代][古墳時代]方形周溝墓 [古墳時代][奈良時代]住居 [奈良時代][平安時代]掘立柱建物 [中世][近世]土坑","ナイフ形石器 尖頭器 細石刃 縄文土器 打斧 石鏃 石皿 土製円板 石棒 弥生土器 槍先形鉄製品 鉄釧 銅釧 土師器 須恵器 紡錘車 銀製穂積具",139.575899,35.63310663,"1"
1321904300,13219,"43","いずみだぐらいせき","和泉駄倉遺跡","狛江市 東和泉一丁目","[縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]住居 [弥生時代][古墳時代]住居 [奈良時代][平安時代]住居 掘立柱建物","縄文土器 弥生土器 土師器 須恵器 陶磁器",139.5794181,35.6316277,"1"
1321904500,13219,"45","ひがしづかいせき","東塚遺跡","狛江市 中和泉一丁目","[縄文時代（中期）][奈良時代][平安時代]","集落","[縄文時代][平安時代]住居 [時代不明]土坑 溝","縄文土器 打斧 土師器 須恵器",139.5766532,35.63500744,"1"
1321904900,13219,"49","まつばらひがしいせき","松原東遺跡","狛江市 中和泉一丁目","[奈良時代][平安時代][近世]","集落","[古墳時代][平安時代]住居 [奈良時代][平安時代]掘立柱建物","土師器 須恵器 陶器",139.574354,35.63496223,"1"
1321905000,13219,"50","きょうづかいせき","経塚遺跡","狛江市 中和泉一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]［中世］[近世]","集落","[縄文時代][古墳時代]住居 [奈良時代][平安時代]住居 [中世][近世]ビット群","縄文土器 石鏃 土師器 須恵器 鉄製品 陶器 カワラケ",139.574354,35.63372052,"1"
1321905600,13219,"56","みやまえいせき","宮前遺跡","狛江市 中和泉一丁目 中和泉二丁目 中和泉三丁目","[縄文時代（中期）][弥生時代][古墳時代][奈良時代][近世]","集落","[古墳時代]住居","縄文土器 弥生土器 土師器 須恵器 カワラケ",139.570732,35.63620392,"1"
1321905900,13219,"59","まつばらいせき","松原遺跡","狛江市 中和泉一丁目 中和泉二丁目 和泉本町一丁目 和泉本町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","","縄文土器 土師器 須恵器 陶器 カワラケ",139.5733241,35.63785018,"1"
1321906200,13219,"62","いなりまえいせき","稲荷前遺跡","狛江市 中和泉五丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","","縄文土器 土師器 須恵器 陶器 カワラケ",139.5664751,35.64206392,"1"
1321906300,13219,"63","おばらいせき","小原遺跡","狛江市 中和泉二丁目 中和泉五丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地","","縄文土器 土師器 須恵器 陶器",139.5680071,35.63953211,"1"
1321906400,13219,"64","いりうえきたいせき","圦上北遺跡","狛江市 中和泉三丁目 中和泉四丁目","[縄文時代（中期）][古墳時代][奈良時代][近世]","集落","[古墳時代][奈良時代]住居","縄文土器 土師器 須恵器 陶器 墓石",139.5668685,35.63716992,"1"
1321906500,13219,"65","いりうえいせき","圦上遺跡","狛江市 中和泉三丁目 中和泉四丁目","[縄文時代（中期～晩期）][弥生時代][古墳時代][奈良時代][中世]","集落","[縄文時代]住居 [古墳時代]住居 [奈良時代]住居 [中世]地下式土坑","縄文土器 打斧 石鏃 石匙 石錐 凹石 耳飾 土製勾玉 石剣 岩版 土偶 弥生土器 土師器 須恵器 銭貨 陶磁器",139.5672118,35.63463074,"1"
1322300800,13223,"8","のやまだい5いせき","野山第5遺跡","武蔵村山市 本町五丁目","[縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][近世？]","集落","[縄文時代]集石土坑　集石炉　溝　配石　[弥]住居　[古墳時代]住居　[奈良時代]住居　[平安時代]住居　[近]炭窯　[時代不明]土坑　溝","尖頭器　縄文土器　打斧　磨斧　石鏃　掻器　楔形石器　磨石　スタンプ形石器　敲石　石核　土製円板　土師器　須恵器　手捏土器　支脚　砥石　紡錘車　土玉",139.3851431,35.76217173,"1"
1322700900,13227,"9","","羽村市№9遺跡","羽村市 川崎二丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器 打斧 土師器",139.3204245,35.75052753,"1"
1322801500,13228,"15","いりのざかいせき","入野坂遺跡","あきる野市 五日市","[縄文時代（中期）][奈良時代]","包蔵地","","縄文土器　磨石　土師器",139.2220414,35.73283539,"1"
1322803300,13228,"33","ひきやがやといせき","引谷ヶ谷戸遺跡","あきる野市 網代","[縄文時代（早期～中期）][奈良時代][平安時代][中世]","包蔵地・集落","[縄文時代]住居跡　土坑　集石　陥穴状土坑　埋甕　焼土群　[奈良時代][平安時代][中世]陥穴状土坑","縄文土器　石器　石製品　土製品　土師器　須恵器　陶磁器",139.2512925,35.72065562,"1"
1322803400,13228,"34","みずくさきいせき","水草木遺跡","あきる野市 伊奈","[縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落　その他（狩猟場）","[縄文時代]土坑　陥穴状土坑　[古墳時代]住居跡　掘立柱建物跡　[古墳時代]～[中世]円形土坑　方形土坑　[古墳時代]～[近世]土坑　[近世]溝状遺構　道路跡　農業関連遺構","縄文土器　尖頭器　打斧　石鏃　削器　石皿　土師器　石器　須恵器　貿易陶器　陶磁器(常滑・青磁)",139.2577813,35.73277965,"1"
1322803600,13228,"36","やまだこふん","山田古墳","あきる野市 山田","[古墳時代][奈良時代]","古墳","","",139.2599786,35.72578417,"1"
1322803900,13228,"39","つぼまつびーいせき","坪松B遺跡","あきる野市 網代","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居跡　土坑　陥穴状土坑　[古墳時代][奈良時代][平安時代]住居跡　土坑　[平安時代]円形土坑","縄文土器　石器　土師器　須恵器　土製品　石製品　鉄製品　灰ゆう陶器",139.2560647,35.72037689,"1"
1322804900,13228,"49","きたこみやいせき","北小宮遺跡","あきる野市 草花","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居跡　[古墳時代]住居跡　土坑　[平安時代]住居跡","縄文土器　石器　弥生土器　土師器　須恵器",139.3028325,35.74060377,"1"
1322805800,13228,"58","はしばいせき","橋場遺跡","あきる野市 草花","[縄文時代][古墳時代][奈良時代][平安時代]","包蔵地・集落","[縄文時代]住居　土坑　炉跡　[古墳時代]住居　掘立柱建物　[奈良時代]～[平安時代]土坑　［時代不明］小穴","縄文土器　石鏃　石斧　土師器　須恵器　支脚　土錐　紡錘車",139.3054825,35.74209984,"1"
1322805902,13228,"59-2","","あきる野市<U+FFFD><U+FFFD>59-2古墳","あきる野市 草花","[奈良時代?]","古墳","[奈良時代]?石組","骨壺",139.3087441,35.74000986,"1"
1322806000,13228,"60","じしょうじまえこふん","慈勝寺前古墳","あきる野市 草花","[奈良時代?]","古墳","[奈良時代]?周溝?　横穴式石室","須恵器　刀子　直刀　蔵骨器　骨片",139.3126858,35.74155123,"1"
1322806800,13228,"68","いしがみいせき","石神遺跡","あきる野市 原小宮","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・墳墓","[縄文時代]集石土坑　石器埋納遺構　[古墳時代]住居跡　円形周溝墓　方形周溝墓　[奈良時代][平安時代]住居跡　[中世]井戸　盛土　[近世]墓壙","縄文土器　石器　土師器　須恵器　陶磁器",139.2994743,35.73449207,"1"
